X,Y,name,midas
-69.0448176789,45.9011767583,Draper Pond-714-T3 R10 WELS,"0714"
-69.6866813015,44.0940531407,Dresden Bog-5707-Dresden,"5707"
-70.9513374437,43.6442240433,Drew Pond-3888-Newfield,"3888"
-69.4186747492,45.1704987801,Drummond Pond-297-Abbot,"0297"
-70.240548714,44.7044594229,Drury Pond-5192-Temple,"5192"
-68.7189332627,47.1332466727,Dry Pond-1626-Saint John Plt,"1626"
-68.9052829009,45.9207994514,Dry Pond-2088-Mount Katahdin Twp,"2088"
-67.9827687742,47.0055229103,Dubay Lake-9575-Connor Twp,"9575"
-70.2211132799,45.8849628082,Dubois Pond-2478-Prentiss Twp T4 R4 NBKP,"2478"
-68.0471564918,45.3407519903,Duck Lake-4698-Lakeville,"4698"
-68.0983272799,45.1522297723,Duck Lake-4746-Oqiton Twp,"4746"
-68.2194409701,45.812774913,Duck Pond-1698-T2 R4 WELS,"1698"
-68.1099264147,46.1862610644,Duck Pond-1714-Smyrna,"1714"
-68.9142341327,45.8313967237,Duck Pond-2078-T2 R9 WELS,"2078"
-69.1996114065,45.9453852867,Duck Pond-257-T4 R11 WELS,"0257"
-69.326873055,46.0494924559,Duck Pond-2894-T5 R12 WELS,"2894"
-70.7711842689,44.1770565553,Duck Pond-3228-Waterford,"3228"
-68.4194577591,46.1622549447,Duck Pond-3642-Moro Plt,"3642"
-68.1825370034,44.608183174,Duck Pond-4404-Franklin,"4404"
-68.1806281133,44.7859266949,Duck Pond-4474-T22 MD BPP,"4474"
-68.3798810244,44.3202389785,Duck Pond-4626-Mount Desert,"4626"
-70.5037477496,43.6309653832,Duck Pond-5022-Buxton,"5022"
-70.5914559861,43.7893771645,Duck Pond-511-Standish,"0511"
-69.0007586295,45.6305273387,Duck Pond-536-TA R10 WELS,"0536"
-67.8749618894,44.8331451259,Duck Pond-7371-T24 MD BPP,"7371"
-69.2631726518,45.3492455353,Duck Pond-832-Bowerbank,"0832"
-68.9466978734,46.9889632461,Duck Pond-9223-T15 R9 WELS,"9223"
-69.44135597,44.0905724985,Duckpuddle Pond-5702-Nobleboro,"5702"
-68.3945769096,44.8592850709,Ducktail Pond-4552-Amherst,"4552"
-68.8401554042,45.4633299622,Dudley Rips Pond-9572-T4 R9 NWP,"9572"
-68.2425018269,44.9753092959,Duds Pond-7094-Great Pond,"7094"
-69.8273614473,43.7786854298,Duley Pond-5230-Phippsburg,"5230"
-67.88548844,46.3251430924,Dump Road Pond-1013-Monticello,"1013"
-70.488061727,43.9820176483,Dumpling Pond-3698-Casco,"3698"
-70.2477124925,45.8591062001,Duncan Pond-2480-Prentiss Twp T4 R4 NBKP,"2480"
-70.4542827512,43.7882678946,Dundee Pond-3732-Windham,"3732"
-69.2921353066,45.2153785825,Dunham Pond-766-Guilford,"0766"
-67.8481185393,46.9462890617,Durepo Lake-9768-Limestone,"9768"
-70.0303268239,45.5127142104,Durgin Pond-9855-Johnson Mountain Twp,"9855"
-68.3611127058,44.8921738717,Dutton Pond-4570-Amherst,"4570"
-69.1544648255,44.4848684858,Dutton Pond-4872-Knox,"4872"
-69.4902804151,44.4847282163,Dutton Pond-5724-China,"5724"
-70.2074371926,45.0125770755,Dutton Pond-9905-Kingfield,"9905"
-69.0383347918,46.0578073956,Dwelley Pond-2732-Nesourdnahunk Twp,"2732"
-68.2842154255,45.4186641868,Dwinal Pond-2236-Lee,"2236"
-70.5462701348,44.0795445971,Dyer Ice Pond-3442-Otisfield,"3442"
-69.5199339667,44.1878663136,Dyer Long Pond-5386-Jefferson,"5386"
-70.8963191082,43.8954234106,Dyer Pond-5574-Brownfield,"5574"
-68.8923826674,44.1018216504,Dyer Pond-9983-Vinalhaven,"9983"
-70.8823350579,44.9296665154,E. Richardson Pond #1-3294-Adamstown Twp,"3294"
-70.8867754698,44.92414384,E. Richardson Pond #2-3296-Adamstown Twp,"3296"
-68.5135993471,47.0439991199,Eagle Lake-1634-T16 R6 WELS,"1634"
-68.1704832756,45.0009993893,Eagle Lake-4514-T34 MD BPP,"4514"
-68.2505568034,44.3627907443,Eagle Lake-4606-Bar Harbor,"4606"
-70.2295845549,45.3369532204,Eagle Pond-122-T3 R5 BKP WKR,"0122"
-68.1194938417,45.5702689176,Eagle Pond-3090-Drew Plt,"3090"
-69.0789732753,46.263350923,East Branch Deadwater-6412-T7 R10 WELS,"6412"
-68.732601053,45.5187145982,East Branch Lake-2130-Cedar Lake Twp,"2130"
-69.1581318549,46.2588243375,East Branch Pond-2822-T7 R11 WELS,"2822"
-70.050512789,45.182480313,East Carry Pond-44-Carrying Place Town Twp,"0044"
-69.2789190696,45.4638041084,East Chairback Pond-802-T7 R9 NWP,"0802"
-67.8043959001,45.735403458,East Grand Lake-1070-Weston,"1070"
-68.4123020344,44.882102708,East Great Works Pond-4564-Amherst,"4564"
-69.523837254,47.1636435349,East Lake-1464-T17 R14 WELS,"1464"
-67.8747284764,46.9675169358,East Loring Lake-6358-Caswell,"6358"
-67.8036381391,45.0799041953,East Monroe Pond-9641-T43 MD BPP,"9641"
-67.8055292717,45.4100996185,East Musquash Lake-1088-Topsfield,"1088"
-67.9097716219,44.714355277,East Pike Brook Pond-9819-T18 MD BPP,"9819"
-69.7822191909,44.6102876514,East Pond-5349-Smithfield,"5349"
-69.6214176014,45.3937755735,East Shirley Bog-9600-Shirley,"9600"
-70.0821352844,44.2367694706,East Strip Pond-8987-Leeds,"8987"
-67.8914651662,46.5187113806,Eastabrook Lake-9419-Mars Hill,"9419"
-67.2072390191,44.8130175103,Eastern Lake-1408-Whiting,"1408"
-67.153586474,45.0845324415,Eastern Lake-1440-Robbinston,"1440"
-67.9109042387,46.6438683793,Easton Pond-9771-Easton,"9771"
-69.0800269892,44.1293758928,Eastward Pond-4821-Rockport,"4821"
-69.018694392,45.4396142906,Ebeemee Lake-914-Ebeemee Twp,"0914"
-69.0271422926,45.424271319,Ebeemee Lake-914-Ebeemee Twp,"0914"
-69.0121822683,45.4341631684,Ebeemee Lake-914-Ebeemee Twp,"0914"
-69.0069851205,45.4272640858,Ebeemee Lake-914-Ebeemee Twp,"0914"
-69.0140390454,45.4247643264,Ebeemee Lake-914-Ebeemee Twp,"0914"
-68.9867715641,45.418772252,Ebeemee Lake (East Pd)-914-Brownville,"0914"
-68.006927148,46.6189085314,Echo Lake-1776-Presque Isle,"1776"
-69.1142845817,46.4317851108,Echo Lake-2766-T9 R11 WELS,"2766"
-68.3375013538,44.3289005534,Echo Lake-4624-Mount Desert,"4624"
-70.0218093904,44.4397806857,Echo Lake-5814-Mount Vernon,"5814"
-70.0342219718,44.4111373892,Echo Lake Outlet Pond-8179-Fayette,"8179"
-70.1855430013,43.6679806359,Echo Pond-5644-Portland,"5644"
-69.6537919418,46.7204649985,Ed Jones Pond-1886-T12 R15 WELS,"1886"
-68.5931149782,44.7861101582,Eddington Pond-4276-Eddington,"4276"
-70.5254383182,44.9186674169,Eddy Pond-3546-Sandy River Plt,"3546"
-68.2429207687,45.363146064,Egg Pond-4682-Lee,"4682"
-70.2505745376,45.4933596453,Egg Pond-5098-Bradstreet Twp,"5098"
-69.2082021625,45.8709105701,Egg Pond-666-T3 R12 WELS,"0666"
-70.049174994,44.5190013187,Egypt Pond-5218-Vienna,"5218"
-69.4647811197,45.3184167802,Eighteen Pond-872-Monson,"0872"
-69.4582989387,45.3156733031,Eighteen Quarry Pond-9060-Monson,"9060"
-69.124776006,45.7784676388,Eighth Debsconeag Pond-608-Rainbow Twp,"0608"
-70.5795884381,45.5476535396,Elaine Pond-11-Lowelltown Twp,"0011"
-68.7917184023,45.6423075661,Elbow Lake-982-T3 Indian Purchase Twp,"0982"
-69.0145879426,45.8887878106,Elbow Pond-722-T3 R10 WELS,"0722"
-67.9512434182,45.9639802638,Elevenmile Lake-9129-TA R2 WELS,"9129"
-68.8972040354,44.1091391562,Elisoffen's Quarry Pd-9981-Vinalhaven,"9981"
-70.6757587019,44.6590441704,Ellis Pond-3504-Roxbury,"3504"
-69.9480351049,45.4500968839,Ellis Pond-4086-Chase Stream Twp,"4086"
-69.1333264619,44.495604202,Ellis Pond-4868-Brooks,"4868"
-70.7575673661,44.9782346769,Ellis Pond-8745-Rangeley,"8745"
-69.8080948039,46.0233118766,Elm Pond-2446-Elm Stream Twp,"2446"
-68.9598440586,46.2917048405,Elsie Pond-4146-T7 R10 WELS,"4146"
-69.9524098241,44.939673532,Embden Pond-78-Embden,"0078"
-69.8238866045,44.3981806039,Emery Pond-19-Sidney,"0019"
-70.1837384077,45.4335150563,Enchanted Pond-150-Upper Enchanted Twp,"0150"
-68.8185566217,45.4731626918,Endless Lake-942-Cedar Lake Twp,"0942"
-67.5181137877,45.3321300237,Enoch Lake-1328-Fowler Twp,"1328"
-68.9629100796,46.2817505233,Ervin Pond-4148-T7 R10 WELS,"4148"
-68.4541545125,45.2540040407,Eskutassis Pond-2250-Lowell,"2250"
-70.3978653586,44.0211575464,Estes Bog-8943-Poland,"8943"
-70.6746895148,43.4243051705,Estes Lake-7-Sanford,"0007"
-70.523488091,44.9091578128,Ethel Pond-3556-Sandy River Plt,"3556"
-70.378609191,43.4275118508,Etherington Pond-5628-Biddeford,"5628"
-69.1004707451,44.8287009164,Etna Pond-2274-Carmel,"2274"
-69.5029684337,44.4395825247,Evans Pond-5414-China,"5414"
-70.4527475147,45.3030890854,Everett Pond-5134-King & Bartlett Twp,"5134"
-69.2360419861,46.6628971037,Eyelet Pond-1910-T12 R12 WELS,"1910"
-69.8988880598,44.905841194,Fahi Pond-74-Embden,"0074"
-69.8302213184,44.389617745,Fairbanks Pond-5296-Manchester,"5296"
-69.6133204189,44.5879199682,Fairfield Rec Pond-8079-Fairfield,"8079"
-69.0760879244,47.1565150419,Falls Pond-1490-T18 R10 WELS,"1490"
-69.8337676155,44.4009737285,Farm Pond-6586-Belgrade,"6586"
-69.7954731511,44.0522590493,Farm Pond #1-6590-Perkins Twp Swan Island,"6590"
-69.7950997234,44.0528486892,Farm Pond #2-6592-Perkins Twp Swan Island,"6592"
-69.7942276936,44.0539918144,Farm Pond #3-6594-Perkins Twp Swan Island,"6594"
-68.9595518221,46.6417203953,Farrar Pond-1974-T11 R10 WELS,"1974"
-70.9272168839,44.1771935397,Farrington Pond-3200-Lovell,"3200"
-67.7673159445,45.4251171958,Farrow Lake-1086-Topsfield,"1086"
-70.4120949269,43.9202630889,Farwell Bog-5781-Raymond,"5781"
-67.8897618531,45.7711873366,Faulkner Lake-1064-Weston,"1064"
-68.2640971943,44.4066105837,Fawn Pond-8579-Bar Harbor,"8579"
-70.4157753597,45.3384038536,Felker Pond-5120-King & Bartlett Twp,"5120"
-70.0830125205,44.5262776739,Fellows Pond-5210-Chesterville,"5210"
-69.2230346636,45.748040005,Female Pond-574-T1 R12 WELS,"0574"
-70.1155446758,44.7992271872,Fenwick Pond-23-New Vineyard,"0023"
-68.7189197137,45.6446203236,Ferguson Lake-2118-Millinocket,"2118"
-68.7011195735,46.8650715871,Ferguson Pond-1592-T14 R8 WELS,"1592"
-70.1010819248,45.2848647153,Fernald Pond-100-Pierce Pond Twp,"0100"
-70.0468862949,45.5157306328,Fernald Pond-8868-Johnson Mountain Twp,"8868"
-68.7466033573,44.7311430809,Fields Pond-4282-Orrington,"4282"
-69.0898191627,46.396425709,Fifth Currier Pond-2770-T9 R11 WELS,"2770"
-69.0995295024,45.7622696377,Fifth Debsconeag Lake-602-Rainbow Twp,"0602"
-67.9773897367,45.0406507696,Fifth Machias Lake-1144-T36 MD BPP,"1144"
-69.0967057007,46.5505189562,Fifth Musquacook Lake-1946-T10 R11 WELS,"1946"
-69.9032811177,46.1279367015,Fifth Saint John Pond-2414-T6 R17 WELS,"2414"
-69.2875951571,45.3205583458,First Buttermilk Pond-838-Bowerbank,"0838"
-67.7193241544,44.9678577386,First Chain Lake-1236-T26 ED BPP,"1236"
-68.8943134356,46.8912400129,First Chase Pond-1538-T14 R9 WELS,"1538"
-69.0994245274,46.4198792409,First Currier Pond-2768-T9 R11 WELS,"2768"
-69.4085781726,45.2364298672,First Davis Pond-774-Guilford,"0774"
-68.9833089915,45.777553408,First Debsconeag Lake-2060-T2 R10 WELS,"2060"
-67.7862705302,44.9926873742,First Lake-1152-T37 MD BPP,"1152"
-67.8641922015,45.0172522457,First Machias Lake-1140-T37 MD BPP,"1140"
-68.8337854176,46.177262789,First Matagamon Lakes-4260-Trout Brook Twp,"4260"
-67.9476289934,44.8933868281,First Mopang Lake-7339-T30 MD BPP,"7339"
-69.1827434161,46.6705495106,First Musquacook Lake-1914-T12 R11 WELS,"1914"
-69.1780772323,45.7287919728,First Musquash Pond-566-T1 R11 WELS,"0566"
-68.6010110237,44.3707546683,First Pond-4650-Blue Hill,"4650"
-69.3823704948,45.6570371684,First Roach Pond-436-Frenchtown Twp,"0436"
-68.5387703788,47.1279248325,First Sly Brook Lake-1642-New Canada,"1642"
-68.6994433434,47.1050323983,First Wallagrass Lake-1628-Saint John Plt,"1628"
-69.2863753674,45.5839275465,First West Branch Pond-440-Shawtown Twp,"0440"
-67.8090550148,46.7111396224,Fischer Lake-1808-Fort Fairfield,"1808"
-69.8191156097,44.3704904277,Fish Hatchery Pond-8225-Augusta,"8225"
-68.8348924915,46.9585089216,Fish Pond-1520-T15 R9 WELS,"1520"
-70.1279378984,45.7456404907,Fish Pond-2524-Thorndike Twp,"2524"
-70.9414472045,44.9119263596,Fish Pond-3324-Lincoln Plt,"3324"
-69.9223647944,45.3787012444,Fish Pond-4054-Moxie Gore,"4054"
-69.1858078959,44.224204377,Fish Pond-4802-Hope,"4802"
-70.2964588779,45.4427657859,Fish Pond-6910-Hobbstown Twp,"6910"
-70.1275511343,45.2583520527,Fish Pond-96-Pierce Pond Twp,"0096"
-68.7791088648,46.8303211808,Fish River Lake-9-T13 R8 WELS,"0009"
-67.8803453794,46.7329677046,Fisher Lake-1818-Fort Fairfield,"1818"
-70.3015843446,45.9793718956,Fisher Pond #1-2558-T4 R5 NBKP,"2558"
-70.2882134449,45.9826371787,Fisher Pond #2-2560-T4 R5 NBKP,"2560"
-68.5552827276,44.76362168,Fitts Pond-4268-Clifton,"4268"
-70.0807872595,45.8895575709,Fitzgerald Pond-2500-Hammond Twp,"2500"
-69.6895764662,45.5200095837,Fitzgerald Pond-269-Big Moose Twp,"0269"
-70.3066469569,45.2008314983,Flagstaff Lake-38-Dead River Twp,"0038"
-70.2748221848,45.1890878368,Flagstaff Lake-38-Dead River Twp,"0038"
-68.1345859728,44.5460661471,Flanders Pond-4388-Sullivan,"4388"
-68.7940064731,45.5020350535,Flatiron Pond-2006-Cedar Lake Twp,"2006"
-70.6967477921,45.0683076649,Flatiron Pond-2372-Davis Twp,"2372"
-69.9789171577,45.4618821943,Flatiron Pond-4089-Chase Stream Twp,"4089"
-67.896649458,45.0373744962,Fletcher Pond-8446-T36 MD BPP,"8446"
-69.9412814677,45.6805138363,Fletcher Pond #1-9736-Brassua Twp,"9736"
-69.9348810468,45.6801498176,Fletcher Pond #2-9734-Brassua Twp,"9734"
-68.3776649594,45.7526979167,Flinn Pond-3036-T1 R5 WELS,"3036"
-67.8471718992,46.7517313489,Flints Pond-1811-Fort Fairfield,"1811"
-67.828850094,45.3665283645,Flood Lake-1090-Talmadge,"1090"
-69.5246821297,44.1681592162,Flood Pond-5390-Jefferson,"5390"
-68.4950028426,44.7416090736,Floods Pond-4370-Otis,"4370"
-70.084037755,43.9041424113,Florida Lake-8864-Freeport,"8864"
-67.1762576179,45.1272156482,Flowed Land Pond #1-7493-Calais,"7493"
-67.1622653269,45.1256791378,Flowed Land Pond #2-7491-Calais,"7491"
-67.1581785894,45.1241441728,Flowed Land Pond #3-7489-Calais,"7489"
-69.9926443564,44.5214883714,Flying Pond-5182-Vienna,"5182"
-67.9531638229,44.7679461327,Flynn Pond-1204-Deblois,"1204"
-68.1568997364,46.983586072,Fogelin Pond-9375-New Sweden,"9375"
-70.0742016132,45.5930573731,Fogg Pond-2534-Long Pond Twp,"2534"
-69.4686040815,45.5376832344,Fogg Pond-426-Bowdoin College Grant West Twp,"0426"
-70.0544783845,45.9355774534,Foley Pond-2488-Comstock Twp,"2488"
-68.8491308811,44.076538267,Folly Pond-5512-Vinalhaven,"5512"
-70.6965563593,43.1987479798,Folly Pond-5590-York,"5590"
-67.381095815,45.1179069997,Folly Pond-7515-Baileyville,"7515"
-68.446377918,45.3427574399,Folsom Pond-2222-Lincoln,"2222"
-70.9581881112,43.619105642,Folsom Pond-3934-Newfield,"3934"
-68.0374734274,44.4326037163,Forbes Pond-4464-Gouldsboro,"4464"
-70.3300868482,43.8211209774,Forest Lake-3712-Windham,"3712"
-70.2773242694,44.457621944,Forest Pond-3602-Canton,"3602"
-69.3540379734,43.998338246,Forest Pond-4862-Friendship,"4862"
-69.0013757317,45.8573759243,Foss and Knowlton Pond-696-T3 R10 WELS,"0696"
-69.6082827698,45.1845178408,Foss Pond-388-Kingsbury Plt,"0388"
-70.7105983567,43.6901018178,Foss Pond #1-5002-Limington,"5002"
-70.7123722733,43.6914271999,Foss Pond #2-5004-Limington,"5004"
-67.3134772913,44.8420488169,Foster Lake-7429-Marion Twp,"7429"
-70.686362784,43.966052611,Foster Pond-3188-Bridgton,"3188"
-69.3983307318,44.4147284405,Foster Pond-5748-Palermo,"5748"
-69.1010879378,46.3994000261,Fourth Currier Pond-2772-T9 R11 WELS,"2772"
-69.3940632971,45.2575124573,Fourth Davis Pond-852-Willimantic,"0852"
-69.077377144,45.7523934192,Fourth Debsconeag Lake-582-T1 R11 WELS,"0582"
-67.8097893021,45.038157856,Fourth Lake-1130-T37 MD BPP,"1130"
-69.1697717069,46.2689541188,Fourth Lake-2820-T7 R11 WELS,"2820"
-68.0024494535,45.1419608536,Fourth Machias Lake-1148-Sakom Twp,"1148"
-69.1480916568,46.5686666641,Fourth Musquacook Lake-1920-T10 R11 WELS,"1920"
-68.6393597177,44.405841749,Fourth Pond-4654-Blue Hill,"4654"
-69.2481461946,45.6407135499,Fourth Roach Pond-446-Shawtown Twp,"0446"
-69.9088901136,46.0578338629,Fourth Saint John Pond-2416-T5 R17 WELS,"2416"
-69.272419043,45.6033236504,Fourth West Branch Pd-444-Shawtown Twp,"0444"
-69.0957647627,45.8881179818,Fowler Pond-686-T3 R11 WELS,"0686"
-69.2862249985,47.1648795565,Fox Pond-1472-T17 R12 WELS,"1472"
-68.1122202386,44.6259097093,Fox Pond-4438-T10 SD BPP,"4438"
-69.1615303861,45.6209069798,Fox Pond-498-TA R11 WELS,"0498"
-69.5238575711,44.3264453213,Fox Pond-5440-Windsor,"5440"
-70.9585243617,44.8531842005,Fox Pond-7712-Magalloway Plt,"7712"
-70.878219396,45.0605077858,Fox Pond-7734-Lower Cupsuptic Twp,"7734"
-68.3129688173,44.4017220047,French Hill Pond-4593-Bar Harbor,"4593"
-69.5081485557,44.3113127114,French Pond-5454-Somerville,"5454"
-68.851414015,44.1591690398,Fresh Pond-5504-North Haven,"5504"
-68.7916527507,44.3451671492,Fresh Pond-5532-Brooksville,"5532"
-69.2759660742,44.0023147581,Fresh Pond-5720-Cushing,"5720"
-70.2638359236,44.2315842841,Frog Pond-3738-Turner,"3738"
-70.4739365481,44.0852873813,Frog Pond-3766-Oxford,"3766"
-70.2729229714,46.0034237336,Frost Pond-2455-T4 R5 NBKP,"2455"
-68.916266585,46.1741204657,Frost Pond-4238-Trout Brook Twp,"4238"
-68.6277744829,44.3448637025,Frost Pond-4646-Sedgwick,"4646"
-69.1869540893,45.9058328052,Frost Pond-680-T3 R11 WELS,"0680"
-70.2552709686,45.9931757648,Frost Pond Flowage-2562-T4 R5 NBKP,"2562"
-69.7715400643,45.4045400621,Frypan Pond-4074-Squaretown Twp,"4074"
-67.5566706088,44.8497280823,Fulton Lake-1260-Northfield,"1260"
-70.6819278842,44.2804012613,Furlong Pond-3488-Greenwood,"3488"
-68.8778580578,46.9485774686,Galilee Pond-1526-T15 R9 WELS,"1526"
-70.1329559271,44.8628316458,Gammon Pond-24-New Portland,"0024"
-70.3553502605,45.6656591303,Gander Pond-2628-Dennistown Plt,"2628"
-69.349348198,45.2690062883,Garcock Pond-854-Willimantic,"0854"
-69.700301319,44.0650422835,Gardiner Pond-5406-Wiscasset,"5406"
-67.3549153794,44.77224802,Gardner Lake-1358-Marion Twp,"1358"
-68.8895009371,46.9616771544,Gardner Pond-1528-T15 R9 WELS,"1528"
-68.6645947915,46.0743909549,Gardner Pond-2192-T5 R7 WELS,"2192"
-69.1728547829,45.0338757113,Garland Pond-4128-Garland,"4128"
-69.1676117123,45.2204635049,Garland Pond-4132-Sebec,"4132"
-68.074559736,45.1037174039,Gassabias Lake-4782-T41 MD BPP,"4782"
-69.0552506929,45.5393579432,Gauntlet Pond-472-TB R10 WELS,"0472"
-68.1044437921,46.9551874699,Gelot Pond-1786-New Sweden,"1786"
-67.8221836617,46.2822090128,Gentle Lake-1016-Monticello,"1016"
-68.2404277171,44.6138122284,George's Pond-4406-Franklin,"4406"
-68.8994369416,44.7777893034,George Pond-2284-Hermon,"2284"
-68.6346578228,44.7375978148,George Pond-4586-Holden,"4586"
-68.6842355833,44.184177261,Georges Pond-5558-Stonington,"5558"
-67.8142173972,47.0022352616,Gerard Pond-1868-Caswell,"1868"
-68.2113947759,47.2620540243,Germain Lake-1806-Madawaska,"1806"
-68.7639720831,47.1219948735,Gilbert Pond-1556-Saint John Plt,"1556"
-69.4042780152,45.0724494896,Gilbert Pond-5766-Parkman,"5766"
-70.6649453519,45.0126496168,Gile Logan-8757-Rangeley,"8757"
-68.3150222238,44.8353965508,Giles Pond-4548-Aurora,"4548"
-68.4542056783,46.0158141883,Giles Pond-8512-Patten,"8512"
-68.4167347286,46.1830063318,Gilman Pond-3638-Moro Plt,"3638"
-70.0547694401,44.9571949666,Gilman Pond-4-Lexington Twp,"0004"
-69.0083700503,44.6850476435,Gilmore Meadows Pond-5483-Newburgh,"5483"
-69.6326149265,44.2741246315,Givens Pond-5450-Whitefield,"5450"
-67.9598063057,46.1207820866,Glancy Lake-1032-New Limerick,"1032"
-69.0072125737,47.2295348991,Glazier Lake-9789-T18 R10 WELS,"9789"
-69.2921511299,46.642893734,Glazier Pond-1898-T11 R12 WELS,"1898"
-70.6416772873,43.1186777789,Godfreys Pond-5614-York,"5614"
-68.6002213192,44.5151793629,Gold Stream Pond-61-Surry,"0061"
-70.8480689142,44.9415919122,Goodwin Pond-3006-Adamstown Twp,"3006"
-67.881899512,44.8363261304,Goose Pond-1218-T24 MD BPP,"1218"
-69.8411853925,45.3475590156,Goose Pond-4104-East Moxie Twp,"4104"
-68.5778207359,44.6621829942,Goose Pond-4296-Dedham,"4296"
-68.4170132276,44.147505301,Goose Pond-4668-Swans Island,"4668"
-68.8061488089,44.3515774102,Goose Pond-5978-Brooksville,"5978"
-70.8628159045,43.5644481849,Goose Ponds (North)-137-Shapleigh,"0137"
-70.8635485898,43.5573384942,Goose Ponds (South)-137-Shapleigh,"0137"
-70.2313485256,45.4022846865,Gordon Pond-146-Upper Enchanted Twp,"0146"
-68.0171844356,46.113336789,Gould Pond-1738-New Limerick,"1738"
-69.8268409459,44.3986125686,Gould Pond-5290-Sidney,"5290"
-69.3193240892,44.9920305435,Gould Pond-5474-Dexter,"5474"
-69.1397652231,45.7856397346,Gould Pond-620-Rainbow Twp,"0620"
-67.1858643658,45.0733584141,Goulding Lake-1434-Robbinston,"1434"
-70.1776566793,45.4770553155,Grace Pond-152-Upper Enchanted Twp,"0152"
-68.3932658716,44.6499007789,Graham Lake-4350-Mariaville,"4350"
-67.5204236244,45.2602468856,Grand Falls Flowage-7437-Indian Twp Res,"7437"
-67.563160812,45.2769322949,Grand Falls Lake-7437-Indian Twp Res,"7437"
-67.5864788322,45.2605345322,Grand Falls Lake-7437-Indian Twp Res,"7437"
-68.6512162483,46.3007590309,Grand Lake Sebois-3011-T8 R7 WELS,"3011"
-70.7866675429,43.9552894768,Granger Pond-3126-Denmark,"3126"
-70.8422417132,43.6161911117,Granny Kent Pond-3908-Shapleigh,"3908"
-68.7884685565,45.5857730027,Grant Brook Dwtr-2002-Long A Twp,"2002"
-70.783149294,45.2883242741,Grants Pond-3348-Massachusetts Gore,"3348"
-70.2571692913,44.7324314913,Grants Pond-3676-Temple,"3676"
-70.0936307774,45.3108473785,Grass Pond-104-Pierce Pond Twp,"0104"
-67.8595967348,44.80838339,Grass Pond-1212-T24 MD BPP,"1212"
-70.4857290104,45.6234347262,Grass Pond-2644-Forsyth Twp,"2644"
-69.2497798915,46.4399852912,Grass Pond-2778-T9 R12 WELS,"2778"
-69.4295766632,45.8504673849,Grass Pond-2918-T3 R13 WELS,"2918"
-68.4249248747,46.1524032212,Grass Pond-3646-Moro Plt,"3646"
-67.7603333076,44.8572620239,Grassy Pond-1178-T25 MD BPP,"1178"
-67.7428312647,44.76683619,Grassy Pond-1252-T19 MD BPP,"1252"
-70.4689887521,45.5477384099,Grassy Pond-2662-Holeb Twp,"2662"
-69.446795627,45.9481851821,Grassy Pond-2902-T4 R13 WELS,"2902"
-69.4078131874,45.5175062801,Grassy Pond-420-Bowdoin College Grant West Twp,"0420"
-68.421326575,44.8773923749,Grassy Pond-4560-Amherst,"4560"
-69.1764625373,44.2075805438,Grassy Pond-4812-Rockport,"4812"
-69.2444047197,45.8207387272,Grassy Pond-660-T2 R12 WELS,"0660"
-69.007541742,45.883972012,Grassy Pond-724-T3 R10 WELS,"0724"
-69.6241547647,45.4489544286,Gravel Pit Pond-337-Moosehead Junction Twp,"0337"
-69.8347262825,44.4740119864,Gravel Pit Pond-6566-Belgrade,"6566"
-68.7450720788,45.4777487838,Gray Ledge Deadwater-9750-Cedar Lake Twp,"9750"
-68.0435873442,44.8630629463,Gray Pond-4526-Devereaux Twp,"4526"
-67.5324740822,44.7840135912,Great Brook Lake-1274-Marshfield,"1274"
-70.964056444,43.5821361732,Great East Lake-3922-Acton,"3922"
-68.2072872971,44.3680172726,Great Meadow Pond-6414-Bar Harbor,"6414"
-67.2927586139,44.6501598808,Great Pond-1363-Cutler,"1363"
-68.2823349202,44.6019400527,Great Pond-4378-Franklin,"4378"
-68.3008484886,44.9621515777,Great Pond-4604-Great Pond,"4604"
-69.8409405449,44.5332962772,Great Pond-5274-Belgrade,"5274"
-70.3475516631,43.444029801,Great Pond-5634-Biddeford,"5634"
-70.2322240748,43.5744493604,Great Pond-5648-Cape Elizabeth,"5648"
-67.2756477295,44.8778015031,Great Works Pond-1386-Edmunds Twp,"1386"
-69.7089435688,44.3026727378,Greeley Pond-5432-Augusta,"5432"
-70.6152883761,45.0230416008,Greely Pond-2380-Dallas Plt,"2380"
-68.4952671287,44.6478731631,Green Lake-4294-Ellsworth,"4294"
-68.0307326076,44.9665632854,Green Lake #1-4518-T35 MD BPP,"4518"
-68.0600109181,45.0152850172,Green Lake #2-4790-T35 MD BPP,"4790"
-68.4616509883,46.1923576356,Green Mountain Pond-3666-T6 R6 WELS,"3666"
-67.9354940718,46.1084594592,Green Pond-1034-New Limerick,"1034"
-68.3153906419,45.3193855939,Green Pond-2256-T3 R1 NBPP,"2256"
-68.4000111543,46.1500624979,Green Pond-3648-Moro Plt,"3648"
-70.4578995761,44.1015955023,Green Pond-3768-Oxford,"3768"
-68.7942558691,46.2403336364,Green Pond-9890-T7 R8 WELS,"9890"
-70.521035841,45.249117457,Greenbush Pond-2346-Jim Pond Twp,"2346"
-69.1674349551,44.9196679941,Greenbush Swamp-2281-Exeter,"2281"
-68.6949277349,46.7201054942,Greenlaw Pond-1570-T12 R7 WELS,"1570"
-69.4352040653,45.2132907813,Greenleaf Pond-778-Abbot,"0778"
-69.2322079667,45.5359132835,Greenwood Pond-464-TB R11 WELS,"0464"
